site,st,ed,dtH,Obs,DEHM_noBD,DEHM_BD,EMEP_noBD,EMEP_BD
SE0022R,2018-04-15 00:00:00,2018-04-16 00:00:00,24.0,0.29,0.4244156837097917,0.4191504367548012,0.15934166666666663,0.16141666666666668
SE0022R,2018-04-16 00:00:00,2018-04-17 00:00:00,24.0,0.37,0.34683866607164165,0.3428915997104695,0.18547499999999997,0.18574583333333336
SE0022R,2018-04-17 00:00:00,2018-04-18 00:00:00,24.0,0.34,0.3079663884983482,0.3052476314996015,0.21470416666666667,0.21486249999999998
SE0022R,2018-04-18 00:00:00,2018-04-19 00:00:00,24.0,0.19,0.24064457724347496,0.23825182427980515,0.14425833333333335,0.1440375
SE0022R,2018-04-19 00:00:00,2018-04-20 00:00:00,24.0,0.04,0.11482237327468643,0.1125579207138538,0.06018333333333333,0.059395833333333335
SE0022R,2018-04-20 00:00:00,2018-04-21 00:00:00,24.0,0.42,0.46456271228755064,0.46265666245777787,0.4576291666666667,0.45292916666666666
SE0022R,2018-04-21 00:00:00,2018-04-22 00:00:00,24.0,0.02,0.08069281825521725,0.0800013764663468,0.049720833333333346,0.04979166666666667
SE0022R,2018-04-23 00:00:00,2018-04-24 00:00:00,24.0,0.03,0.1118632809165173,0.11142568781660835,0.06115,0.0584375
SE0022R,2018-04-24 00:00:00,2018-04-25 00:00:00,24.0,0.03,0.07835283930427253,0.07763508181841257,0.08264583333333335,0.08
SE0022R,2018-04-25 00:00:00,2018-04-26 00:00:00,24.0,0.02,0.0713421922115985,0.07026468002922605,0.04187083333333333,0.03944166666666667
SE0022R,2018-04-26 00:00:00,2018-04-27 00:00:00,24.0,0.04,0.1209623490044987,0.11919916302417087,0.026837499999999997,0.025974999999999998
SE0022R,2018-04-27 00:00:00,2018-04-28 00:00:00,24.0,0.06,0.06828925242773211,0.06644788024271585,0.07123333333333333,0.06930833333333333
SE0022R,2018-04-28 00:00:00,2018-04-29 00:00:00,24.0,0.05,0.06561177092424748,0.06425977660402173,0.041029166666666665,0.0395125
SE0022R,2018-04-29 00:00:00,2018-04-30 00:00:00,24.0,0.07,0.08359002072849221,0.08177348195791302,0.045462499999999996,0.0448375
SE0022R,2018-04-30 00:00:00,2018-05-01 00:00:00,24.0,0.07,0.05733223926644652,0.05544136267178259,0.0446125,0.043983333333333326
SE0022R,2018-05-01 00:00:00,2018-05-02 00:00:00,24.0,0.06,0.2050160256238672,0.20446240502228563,0.09630416666666668,0.08633333333333333
SE0022R,2018-05-02 00:00:00,2018-05-03 00:00:00,24.0,0.09,0.1224242404348657,0.12155669937071416,0.08026666666666667,0.07945416666666666
SE0022R,2018-05-03 00:00:00,2018-05-04 00:00:00,24.0,0.09,0.11836256918953748,0.11730978771925094,0.10900833333333333,0.1064375
SE0022R,2018-05-04 00:00:00,2018-05-05 00:00:00,24.0,0.02,0.08748816403396951,0.08648454988759748,0.029145833333333333,0.0275625
SE0022R,2018-05-05 00:00:00,2018-05-06 00:00:00,24.0,0.09,0.13711279227993203,0.13685294010155688,0.1463875,0.14582083333333332
