LC,LAI,SAI,T2,RH,VPD,PS,ZEN,RAIN,dsnow,PARdbh,PARdif,PARsun,PARshade,Hd,LE,UREF,USTmod,UST,LAIsunfrac,Fphen,Flight,Fsun,Ftemp,Fvpd,FSW,Fenv,gsto,gsun,FstO3,Ra,Rb,Gns,Gsto,Rsur,Vg3NH3,NH3_ppb,Time
9,2.016,2.516,2.622,0.987,0.009,991.7,96.63,0.02048,0.003815, 0.000E+00,0.0,0.0,0.0,-22.82,10.99,3.709,0.5301,0.2122,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.39,32.22,0.07032,0.0,14.22,0.01012,0.1235,2018-01-02 15:00:00
9,2.016,2.516,2.449,0.984,0.011,992.2,103.1,0.02048,0.003815, 0.000E+00,0.0,0.0,0.0,-22.82,10.99,3.682,0.5298,0.2106,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.01,32.46,0.07748,0.0,12.91,0.01019,0.1139,2018-01-02 16:00:00
9,2.016,2.516,2.276,0.981,0.013,992.8,110.3,0.02048,0.003815, 0.000E+00,0.0,0.0,0.0,-22.82,10.99,3.675,0.5294,0.2102,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.16,32.51,0.07815,0.0,12.8,0.01018,0.01769,2018-01-02 17:00:00
9,2.016,2.516,2.102,0.978,0.015,993.4,117.7,0.004402,0.003815, 0.000E+00,0.0,0.0,0.0,-16.86,10.77,3.69,0.4752,0.2109,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.97,32.41,0.07815,0.0,12.8,0.01021,0.007689,2018-01-02 18:00:00
9,2.016,2.516,1.652,0.98,0.014,993.9,125.1,0.004402,0.003815, 0.000E+00,0.0,0.0,0.0,-16.86,10.77,3.535,0.4747,0.202,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.62,33.84,0.07815,0.0,12.8,0.009833,0.02817,2018-01-02 19:00:00
9,2.016,2.516,1.201,0.981,0.012,994.4,132.0,0.004402,0.003815, 0.000E+00,0.0,0.0,0.0,-16.86,10.77,3.38,0.4742,0.1931,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.61,35.39,0.07815,0.0,12.8,0.009454,0.01749,2018-01-02 20:00:00
9,2.016,2.516,0.75,0.983,0.011,994.9,137.7,0.006154,0.003815, 0.000E+00,0.0,0.0,0.0,-5.889,3.915,3.225,0.3687,0.1861,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.11,36.73,0.07742,0.0,12.92,0.009147,0.0278,2018-01-02 21:00:00
9,2.016,2.516,0.302,0.985,0.009,995.1,141.5,0.006154,0.003815, 0.000E+00,0.0,0.0,0.0,-5.889,3.915,2.876,0.3683,0.166,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.4,41.19,0.07665,0.0,13.05,0.008253,0.0141,2018-01-02 22:00:00
9,2.016,2.516,-0.146,0.987,0.008,995.2,142.7,0.006154,0.003815, 0.000E+00,0.0,0.0,0.0,-5.889,3.915,2.541,0.368,0.1466,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,118.2,46.63,0.009147,0.0,109.3,0.004316,0.01048,2018-01-02 23:00:00
9,2.027,2.527,-0.595,0.989,0.006,995.3,141.0,0.01115,0.003815, 0.000E+00,0.0,0.0,0.0,2.391,2.421,2.226,0.3188,0.1339,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.5,51.03,0.008854,0.0,112.9,0.004061,0.007082,2018-01-03 00:00:00
9,2.027,2.527,-0.521,0.991,0.005,995.0,136.7,0.01115,0.003306, 0.000E+00,0.0,0.0,0.0,2.391,2.421,2.131,0.3189,0.1282,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127.9,53.31,0.009043,0.0,110.6,0.004003,0.01242,2018-01-03 01:00:00
9,2.027,2.527,-0.447,0.992,0.004,994.7,130.7,0.01115,0.002798, 0.000E+00,0.0,0.0,0.0,2.391,2.421,2.043,0.319,0.1229,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133.5,55.61,0.009222,0.0,108.4,0.003942,0.006802,2018-01-03 02:00:00
9,2.027,2.527,-0.373,0.994,0.004,994.4,123.8,0.001817,0.002289, 0.000E+00,0.0,0.0,0.0,3.368,0.3754,1.962,0.2632,0.12,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,132.6,56.97,0.009391,0.0,106.5,0.003926,0.007174,2018-01-03 03:00:00
